OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,DepDel15,WindSpeed,SeaLevelPressure,HourlyPrecip
HOU,5,31,6,5,EV,ATL,0,8,29,0
CLT,5,31,10,5,MQ,ORD,1,6,30,0
SLC,5,18,23,6,DL,JFK,0,5,29,0
IAH,5,19,22,7,UA,MSY,0,9,29,0
OGG,5,12,15,7,HA,HNL,0,20,29,0
MEM,5,20,6,1,FL,ATL,0,11,29,0
MIA,5,18,16,6,AA,PHX,0,15,30,0
ORD,5,3,7,5,MQ,MCI,0,13,29,0
MCO,5,29,9,3,WN,BNA,0,18,29,0
SLC,5,9,16,4,DL,DCA,1,16,29,0
CLE,5,18,15,6,YV,CLT,1,14,30,0
TPA,5,31,17,5,AA,MIA,1,9,30,0
CLE,5,11,18,6,EV,BUF,0,13,29,0
MEM,5,21,8,2,DL,LAS,0,0,29,0
IAH,5,30,7,4,OO,MSP,0,14,29,0
MCO,5,28,13,2,FL,IND,0,17,30,0
MSY,5,15,14,3,AA,DFW,0,11,30,0
IAH,5,22,12,3,EV,BNA,0,5,29,0
MSP,5,25,11,6,DL,LAX,0,13,30,0
PBI,5,14,5,2,DL,ATL,0,8,30,0
TPA,5,4,18,6,FL,BWI,0,8,29,0
SMF,5,6,11,1,DL,ATL,0,8,29,0
LAX,5,28,18,2,HA,HNL,0,7,29,0
IAD,5,23,17,4,UA,SFO,1,10,29,0
ATL,5,13,15,1,DL,DCA,0,11,30,0
SFO,5,31,6,5,OO,SMF,0,0,30,0
LGA,5,14,17,2,US,CLT,0,10,30,0
SAN,5,4,6,6,DL,ATL,0,15,29,0
SEA,5,25,14,6,AS,DEN,0,10,30,0
IAH,5,25,8,6,UA,LAS,1,8,30,0
ABQ,5,20,9,1,WN,SAN,0,9,29,0
BOS,5,6,17,1,UA,SFO,0,13,30,0
STL,5,3,8,5,WN,DCA,0,10,29,0
MSP,5,7,6,2,F9,DEN,0,0,30,0
LAX,5,1,6,3,UA,JFK,0,0,29,0
PHL,5,17,10,5,US,BOS,0,9,30,0
PHX,5,14,9,2,WN,SNA,1,6,29,0
ORD,5,24,16,5,EV,CVG,0,10,30,0
JFK,5,3,15,5,AA,SFO,0,11,30,0
EWR,5,30,11,4,DL,ATL,0,3,30,0
SFO,5,6,12,1,US,PHX,0,9,29,0
MSP,5,12,19,7,OO,DEN,0,9,30,0
HNL,5,22,13,3,AS,SJC,0,7,30,0
MSP,5,12,11,7,DL,PDX,0,15,30,0
SDF,5,2,15,4,EV,IAH,0,0,30,0
SJC,5,2,14,4,WN,LAS,1,10,30,0
MEM,5,13,13,1,MQ,MIA,1,7,30,0
SAT,5,16,11,4,OO,IAH,1,13,29,0
LAX,5,6,6,1,OO,SAN,0,3,29,0
LAX,5,8,8,3,OO,PHX,0,5,30,0
MSP,5,22,7,3,EV,EWR,0,8,29,0
BWI,5,18,17,6,WN,BNA,1,8,30,0
MDW,5,26,18,7,WN,OMA,0,8,30,0
ATL,5,23,7,4,DL,IAH,0,9,29,0
ORD,5,17,7,5,AA,DFW,0,5,30,0
PDX,5,6,6,1,AS,SAN,0,9,29,0
CLE,5,19,15,7,EV,LGA,1,9,29,0
ORD,5,14,15,2,AA,MCO,0,9,29,0
STL,5,22,7,3,AA,DFW,0,10,29,0
PHL,5,22,13,3,US,MCO,0,14,29,0
LGA,5,19,15,7,DL,MIA,0,7,29,0
PIT,5,14,17,2,WN,LAS,0,9,29,0
SEA,5,19,23,7,AA,ORD,0,5,30,0
DTW,5,12,17,7,9E,BUF,0,20,30,0
MCO,5,15,17,3,US,CLT,0,11,30,0
IAH,5,14,13,2,EV,JAX,0,13,30,0
JFK,5,8,9,3,B6,AUS,0,8,29,0
BWI,5,8,18,3,9E,RDU,1,5,29,0
ATL,5,15,8,3,DL,MKE,0,9,30,0
LGA,5,21,16,2,AA,MIA,0,15,29,0
LAS,5,3,8,5,WN,LAX,0,0,30,0
IAH,5,8,17,3,UA,MSY,0,18,29,0
JFK,5,23,17,4,UA,SFO,1,23,29,0
MDW,5,27,9,1,WN,MCI,0,10,30,0
LAS,5,23,14,4,WN,PIT,0,20,29,0
IAH,5,31,6,5,F9,DEN,0,8,29,0
RDU,5,26,20,7,AA,MIA,0,0,30,0
MSP,5,8,7,3,DL,MCO,0,3,29,0
ATL,5,21,17,2,OO,IAH,0,3,29,0
RDU,5,8,18,3,AA,ORD,0,6,29,0
BUR,5,8,10,3,WN,DEN,0,0,30,0
STL,5,6,12,1,DL,ATL,0,11,29,0
ATL,5,30,15,4,DL,EWR,0,13,30,0
LAX,5,14,7,2,DL,DTW,0,5,29,0
MKE,5,7,18,2,DL,ATL,0,0,30,0
PIT,5,28,8,2,EV,ORD,0,0,30,0
BWI,5,27,17,1,US,CLT,0,8,30,0
STL,5,14,7,2,WN,BWI,0,7,29,0
JFK,5,21,11,2,MQ,DCA,0,9,29,0
SFO,5,25,9,6,VX,MCO,0,22,30,0
HOU,5,11,17,6,FL,ATL,1,13,29,0
LGA,5,26,6,7,FL,ATL,0,17,30,0
MIA,5,10,12,5,AA,MCO,0,7,30,0
LAX,5,6,16,1,VX,FLL,1,10,29,0
PDX,5,23,8,4,WN,LAS,0,11,30,0
PHL,5,3,9,5,US,MIA,0,14,30,0
IAH,5,9,6,4,EV,MEM,0,5,29,0
DCA,5,29,18,3,US,BOS,0,7,30,0
DTW,5,20,15,1,DL,MKE,0,11,29,0
STL,5,15,12,3,DL,ATL,0,9,29,0
BDL,5,2,8,4,US,CLT,0,0,30,0
OMA,5,26,12,7,OO,ORD,0,8,29,0
IAD,5,4,22,6,EV,CLE,0,5,30,0
DTW,5,20,12,1,DL,DEN,0,10,29,0
LAX,5,3,16,5,WN,MDW,1,17,29,0
TPA,5,15,11,3,B6,LGA,0,6,30,0
IAD,5,20,10,1,VX,SFO,0,7,30,0
LAX,5,20,6,1,AS,SEA,0,3,29,0
MIA,5,18,19,6,AA,ATL,0,8,30,0
FLL,5,8,21,3,B6,SJU,0,3,30,0
CLT,5,31,7,5,US,FLL,0,7,30,0
DAL,5,24,20,5,WN,OKC,1,5,30,0
IAD,5,5,11,7,9E,JFK,0,7,29,0
BOS,5,10,7,5,AA,ORD,0,3,29,0
HOU,5,27,10,1,WN,PHX,0,11,30,0
MIA,5,27,19,1,AA,BOS,0,14,29,0
SFO,5,8,11,3,UA,EWR,0,14,30,0
EWR,5,24,14,5,EV,MSP,1,13,29,0
IAH,5,17,11,5,UA,SAN,0,6,29,0
IAH,5,9,8,4,OO,SLC,1,11,29,0
IAD,5,13,22,1,UA,MCO,0,5,30,0
EWR,5,28,15,2,EV,STL,1,5,29,0
LAX,5,11,8,6,VX,PHL,1,0,30,0
MSP,5,5,19,7,DL,IND,0,7,30,0
RDU,5,15,14,3,MQ,LGA,1,10,29,0
TPA,5,22,9,3,WN,BNA,0,0,29,0
PVD,5,21,19,2,EV,IAD,1,9,29,0
ORD,5,30,11,4,UA,MCO,0,23,29,0
PHX,5,6,11,1,AS,SEA,0,7,29,0
BOS,5,21,15,2,EV,RDU,0,16,29,0
FLL,5,12,8,7,AS,SEA,0,10,30,0
ATL,5,19,15,7,FL,MCI,1,15,29,0
BNA,5,13,9,1,WN,BWI,0,7,30,0
CLT,5,23,7,4,US,LAX,0,0,29,0
PHX,5,25,20,6,YV,BUR,1,13,29,0
BNA,5,30,15,4,EV,EWR,0,14,30,0
AUS,5,29,18,3,AS,SEA,0,24,29,0
IAH,5,31,8,5,OO,ATL,0,11,29,0
MCO,5,25,11,6,US,DCA,0,14,30,0
IND,5,6,12,1,US,CLT,0,14,29,0
AUS,5,23,19,4,OO,SFO,1,10,29,0
PHX,5,9,18,4,WN,STL,1,13,29,0
BWI,5,9,8,4,WN,ATL,0,3,29,0
DTW,5,1,19,3,EV,SAT,0,8,30,0
MCO,5,19,21,7,FL,DCA,1,5,30,0
PDX,5,25,6,6,UA,EWR,0,5,30,0
DCA,5,30,11,4,US,BOS,0,10,30,0
ORD,5,15,18,3,UA,IAD,0,8,29,0
STL,5,11,6,6,EV,EWR,0,7,30,0
MCO,5,20,20,1,FL,ATL,1,6,30,0
FLL,5,2,6,4,US,PHL,0,6,29,0
ATL,5,17,17,5,YV,CLT,0,14,30,0
LGA,5,5,9,7,US,DCA,0,15,30,0
ORF,5,14,19,2,DL,ATL,0,13,30,0
SMF,5,25,12,6,WN,DEN,0,8,29,0
SJU,5,4,12,6,FL,BWI,0,10,29,0
SFO,5,20,8,1,UA,ORD,0,3,30,0
BWI,5,19,18,7,WN,FLL,0,7,30,0
DCA,5,16,16,4,US,LGA,0,10,29,0
SEA,5,10,8,5,AA,ORD,1,3,30,0
CLT,5,19,11,7,US,LGA,0,7,29,0
STL,5,5,12,7,9E,MSP,0,8,29,0
MDW,5,24,21,5,WN,DTW,1,6,30,0
MIA,5,28,19,2,AA,MSP,0,11,30,0
OKC,5,22,16,3,OO,MSP,0,6,29,0
MEM,5,10,14,5,EV,LGA,0,5,29,0
CLT,5,9,17,4,9E,CVG,0,6,30,0
SEA,5,17,7,5,AS,SLC,0,10,29,0
DAL,5,4,15,6,WN,STL,0,17,29,0
LAX,5,3,13,5,WN,BWI,0,15,29,0
DTW,5,16,17,4,9E,PVD,0,10,29,0
EWR,5,22,18,3,UA,SNA,0,5,29,0
PVD,5,26,6,7,DL,ATL,0,11,29,0
FLL,5,5,19,7,AA,ORD,0,8,29,0
MCO,5,13,9,1,FL,ATL,0,11,30,0
IAD,5,8,18,3,YV,MIA,1,3,29,0
SLC,5,18,17,6,OO,MSY,0,10,29,0
SFO,5,2,16,4,UA,IAD,1,16,30,0
BNA,5,8,10,3,EV,IAH,1,3,30,0
IAH,5,12,10,7,EV,CVG,0,8,30,0
PHL,5,20,5,1,MQ,ORD,0,3,29,0
BOS,5,13,13,1,9E,JFK,1,16,29,0
ATL,5,1,17,3,DL,TPA,1,20,30,0
IAH,5,14,10,2,UA,LGA,0,9,30,0
ORD,5,3,10,5,AA,SFO,1,10,30,0
PHX,5,16,17,4,WN,BWI,0,16,29,0
PHX,5,24,9,5,US,OMA,0,6,29,0
LAS,5,18,11,6,US,PHL,0,0,29,0
IAH,5,27,21,1,OO,DFW,0,11,29,0
PHX,5,22,9,3,WN,LAX,0,9,29,0
ATL,5,31,20,5,DL,DTW,1,5,30,0
IAD,5,21,12,2,EV,RIC,0,3,29,0
MCO,5,24,6,5,FL,ATL,0,0,30,0
SAN,5,14,20,2,WN,DEN,0,6,30,0
MIA,5,17,21,5,AA,BWI,1,9,30,0
ORD,5,4,17,6,MQ,BUF,0,11,29,0
PHX,5,10,20,5,WN,SJC,1,5,29,0
MSP,5,1,14,3,EV,AUS,0,14,29,0
MDW,5,18,16,6,9E,DTW,0,9,29,0
PHX,5,12,9,7,US,CLT,0,7,30,0
BWI,5,14,11,2,AA,MIA,0,11,30,0
IAH,5,24,18,5,US,PHX,0,13,30,0
PHL,5,23,6,4,US,MCO,0,15,29,0
FLL,5,21,18,2,US,DCA,0,10,29,0
SAN,5,2,6,4,OO,LAX,0,6,30,0
EWR,5,29,13,3,US,PHX,0,9,30,0
MIA,5,24,19,5,DL,ATL,0,3,29,0
CLT,5,2,22,4,YV,CVG,0,13,30,0
SFO,5,31,14,5,AA,DFW,0,24,29,0
ORD,5,13,16,1,OO,MKE,1,9,30,0
JFK,5,29,12,3,AA,LAX,1,7,30,0
FLL,5,5,9,7,DL,ATL,0,10,29,0
BNA,5,21,12,2,WN,BOS,0,16,29,0
LAX,5,17,19,5,AA,AUS,0,9,29,0
LGA,5,1,6,3,MQ,RDU,0,5,30,0
LAS,5,10,1,5,DL,MSP,0,3,29,0
OAK,5,20,21,1,WN,PHX,0,17,29,0
SAT,5,2,8,4,WN,DAL,0,23,30,0
DCA,5,15,12,3,FL,ATL,0,8,29,0
LGA,5,9,13,4,DL,MCO,1,8,29,0
CLT,5,4,22,6,US,PHL,0,15,30,0
MCO,5,2,17,4,FL,MSY,0,7,29,0
JFK,5,6,18,1,VX,SFO,0,9,30,0
RNO,5,21,17,2,OO,LAX,0,17,29,0
MEM,5,10,10,5,AA,DFW,0,7,29,0
JFK,5,27,17,1,DL,SJU,0,20,30,0
LAS,5,27,21,1,DL,JFK,0,14,29,0
SDF,5,10,7,5,DL,ATL,0,9,29,0
PHX,5,24,21,5,US,JFK,0,14,29,0
CMH,5,14,17,2,WN,BNA,0,17,29,0
PHX,5,8,14,3,US,DCA,0,3,29,0
TPA,5,21,14,2,US,PHL,0,8,29,0
ORD,5,6,20,1,UA,SNA,0,8,30,0
CLT,5,20,18,1,US,DFW,0,3,30,0
DAL,5,24,8,5,WN,SAT,0,9,29,0
ORD,5,6,19,1,AA,TUS,0,8,30,0
LAX,5,3,9,5,DL,ATL,0,0,29,0
CLT,5,4,13,6,US,MCI,0,15,30,0
DCA,5,14,15,2,UA,ORD,0,10,30,0
LGA,5,23,16,4,B6,TPA,1,11,29,0
LAX,5,28,8,2,WN,LAS,0,3,29,0
RDU,5,21,15,2,EV,BOS,1,7,29,0
LAX,5,11,14,6,OO,SLC,0,15,30,0
IAH,5,10,9,5,UA,DEN,1,8,29,0
OAK,5,17,10,5,WN,BUR,1,13,30,0
TPA,5,30,6,4,WN,HOU,0,5,30,0
SFO,5,17,16,5,AS,SEA,0,22,30,0
TPA,5,29,18,3,UA,IAH,1,14,30,0
DTW,5,18,10,6,EV,BWI,1,9,30,0
CLT,5,30,16,4,MQ,LGA,0,8,30,0
IAD,5,8,16,3,EV,CLT,1,7,29,0
ATL,5,8,22,3,FL,LAS,0,3,30,0
FLL,5,4,18,6,B6,DCA,0,15,29,0
ATL,5,31,10,5,DL,BUF,0,13,29,0
HNL,5,23,20,4,HA,OGG,0,5,30,0
SJC,5,29,9,3,WN,SAN,0,0,29,0
BOS,5,12,14,7,US,CLT,0,11,29,0
MIA,5,7,9,2,AA,PHL,0,6,30,0
SFO,5,17,8,5,OO,RNO,0,15,30,0
BUR,5,2,7,4,OO,SFO,0,0,30,0
LAX,5,6,22,1,UA,EWR,0,6,30,0
EWR,5,31,9,5,UA,LAS,1,3,30,0
ATL,5,28,22,2,DL,MCO,0,0,30,0
SLC,5,10,15,5,WN,DEN,1,11,30,0
BWI,5,7,15,2,WN,BUF,1,13,29,0
SLC,5,31,8,5,DL,SEA,0,13,30,0
ORD,5,12,9,7,MQ,MCI,0,16,30,0
CLE,5,27,8,1,UA,SFO,0,10,30,0
ORF,5,11,9,6,WN,BWI,1,18,29,0
IAH,5,11,10,6,AA,MIA,0,8,29,0
LAX,5,29,15,3,WN,SMF,0,21,29,0
IAD,5,21,22,2,UA,DEN,0,7,29,0
LGA,5,29,12,3,WN,MKE,0,9,30,0
CLT,5,28,20,2,MQ,ORD,0,8,30,0
LAX,5,19,16,7,OO,SLC,0,13,29,0
SAT,5,14,6,2,DL,SLC,0,3,29,0
SJU,5,7,16,2,UA,EWR,0,8,29,0
DCA,5,6,16,1,UA,DEN,1,16,30,0
BNA,5,12,20,7,WN,CLE,1,5,30,0
MSP,5,31,19,5,OO,BNA,0,0,29,0
LAX,5,23,22,4,DL,DTW,0,7,29,0
ORD,5,1,8,3,MQ,CVG,1,11,30,0
PHX,5,24,21,5,US,IAH,1,14,29,0
LAX,5,30,12,4,OO,SAT,1,7,29,0
OAK,5,28,6,2,AS,SEA,0,0,29,0
SEA,5,24,11,5,UA,ORD,1,9,30,0
PHX,5,18,12,6,US,ATL,0,0,29,0
DCA,5,5,10,7,AA,MIA,0,9,29,0
PVD,5,2,17,4,WN,BWI,0,10,30,0
SEA,5,6,11,1,UA,ORD,1,6,29,0
TPA,5,27,11,1,AA,DFW,0,6,30,0
PDX,5,10,10,5,WN,MCI,0,3,30,0
BWI,5,7,12,2,UA,IAH,1,13,30,0
AUS,5,13,12,1,WN,DAL,0,6,30,0
SJC,5,26,23,7,B6,JFK,0,9,30,0
ORD,5,13,7,1,MQ,DTW,0,3,30,0
TPA,5,2,16,4,DL,DTW,0,0,29,0
ORD,5,7,10,2,DL,DTW,0,8,30,0
SFO,5,8,14,3,UA,OGG,1,16,30,0
SFO,5,17,10,5,UA,ORD,0,21,30,0
EWR,5,16,12,4,B6,FLL,1,8,29,0
JFK,5,31,18,5,B6,LAS,0,15,30,0
JAX,5,2,14,4,FL,ATL,0,14,29,0
STL,5,10,16,5,WN,MSP,1,13,29,0
MSY,5,25,13,6,9E,MSP,0,9,30,0
MIA,5,19,17,7,AA,IAH,1,13,30,0
BWI,5,7,11,2,B6,BOS,0,14,29,0
ORD,5,30,16,4,MQ,BNA,1,15,29,0
ATL,5,27,14,1,EV,CLE,0,7,30,0
LAS,5,30,9,4,WN,PIT,1,3,29,0
BWI,5,11,18,6,FL,MCO,1,5,29,0
STL,5,31,6,5,US,CLT,0,8,29,0
MDW,5,9,20,4,WN,FLL,1,10,29,0
JAX,5,4,17,6,B6,JFK,1,16,29,0
DCA,5,27,18,1,US,LGA,0,5,30,0
PHX,5,11,15,6,WN,SLC,0,11,29,0
SAT,5,3,16,5,AA,DFW,0,15,30,0
PHL,5,3,18,5,US,ATL,0,10,30,0
HNL,5,3,19,5,UA,ORD,0,3,30,0
SAT,5,7,6,2,DL,MSP,0,5,30,0
CLE,5,12,10,7,EV,IAD,0,14,29,0
DCA,5,2,11,4,B6,TPA,0,6,30,0
BWI,5,7,10,2,WN,BUF,1,16,29,0
MSY,5,12,14,7,WN,BNA,0,11,30,0
BOS,5,3,8,5,B6,MCO,0,15,30,0
JFK,5,3,10,5,B6,BOS,0,8,30,0
BOS,5,5,12,7,DL,ATL,0,11,30,0
PBI,5,23,8,4,UA,EWR,0,10,29,0
PHX,5,5,17,7,WN,BWI,0,17,29,0
ATL,5,6,7,1,WN,PHX,0,5,29,0
BOS,5,1,6,3,B6,RDU,0,6,30,0
BOS,5,25,7,6,AA,ORD,0,9,29,0
RNO,5,9,6,4,OO,SFO,0,0,30,0
SAN,5,6,20,1,WN,SFO,0,10,29,0
MIA,5,31,7,5,AA,SJU,0,6,30,0
PIT,5,15,6,3,WN,BWI,0,3,29,0
MSP,5,3,7,5,US,PHX,0,13,30,0
TPA,5,8,16,3,WN,MCI,0,11,30,0
MEM,5,21,14,2,MQ,ORD,1,10,29,0
DTW,5,8,17,3,EV,DFW,1,11,29,0
JFK,5,9,14,4,B6,TPA,1,14,29,0
MSP,5,16,14,4,9E,CVG,1,8,29,0
SJU,5,17,16,5,FL,FLL,0,20,30,0
SAN,5,5,17,7,WN,OAK,0,6,29,0
DAL,5,9,8,4,WN,MCI,0,10,29,0
SFO,5,7,19,2,WN,LAX,0,13,30,0
PHX,5,27,14,1,WN,MDW,0,6,29,0
MSY,5,10,6,5,WN,HOU,0,34,29,0
LAS,5,11,22,6,AS,SEA,0,8,29,0
LAX,5,11,18,6,OO,SAN,0,13,29,0
BWI,5,2,17,4,FL,TPA,0,11,30,0
LGA,5,8,6,3,EV,IAD,0,9,29,0
LAX,5,5,9,7,UA,MCO,0,10,29,0
SEA,5,2,11,4,AS,STL,0,5,30,0
ATL,5,2,22,4,DL,JAX,1,16,30,0
IAD,5,12,20,7,B6,BOS,0,10,29,0
LGA,5,22,12,3,DL,ATL,0,7,29,0
ORD,5,24,16,5,YV,CLT,1,10,30,0
PDX,5,31,23,5,UA,IAH,0,0,30,0
MCO,5,29,10,3,FL,CMH,0,9,30,0
RIC,5,19,10,7,MQ,ORD,0,3,29,0
CLT,5,28,13,2,YV,IND,0,6,30,0
ORF,5,5,16,7,WN,JAX,0,16,29,0
SFO,5,23,11,4,OO,AUS,0,13,30,0
SLC,5,13,13,1,OO,SAT,0,14,29,0
MSP,5,26,11,7,FL,ATL,0,14,30,0
MCO,5,24,7,5,DL,JFK,0,0,29,0
HOU,5,15,21,3,WN,DAL,1,8,29,0
LAX,5,17,16,5,DL,JFK,0,15,29,0
ATL,5,3,14,5,DL,SAT,0,16,30,0
TPA,5,20,6,1,AA,DFW,0,3,30,0
TPA,5,1,14,3,FL,ATL,0,5,29,0
RNO,5,12,12,7,DL,SLC,0,5,30,0
PDX,5,16,20,4,AS,LAX,0,3,29,0
PHL,5,2,13,4,US,LGA,0,8,30,0
PIT,5,23,13,4,WN,MDW,0,10,29,0
DCA,5,15,18,3,B6,BOS,0,18,29,0
ATL,5,27,13,1,DL,DTW,0,6,30,0
SJC,5,13,9,1,WN,SAN,0,5,30,0
SJU,5,25,17,6,FL,ATL,1,7,30,0
DTW,5,13,14,1,DL,FLL,0,8,30,0
ORD,5,16,19,4,YV,PVD,0,7,29,0
DTW,5,6,14,1,WN,BWI,0,6,30,0
SEA,5,21,8,2,AS,LAS,0,10,29,0
LGA,5,29,18,3,MQ,CMH,1,9,30,0
ORD,5,20,10,1,DL,ATL,0,21,29,0
ATL,5,3,10,5,AA,DFW,0,17,29,0
LAS,5,28,13,2,DL,MEM,0,7,29,0
SJC,5,3,20,5,AS,SEA,0,6,29,0
SLC,5,9,7,4,F9,DEN,0,0,30,0
LAX,5,28,8,2,UA,HNL,0,6,29,0
MSP,5,6,10,1,EV,PIT,0,6,30,0
DTW,5,6,15,1,DL,BOS,0,8,30,0
PHX,5,22,12,3,US,DEN,0,9,29,0
BOS,5,4,8,6,WN,BWI,0,11,30,0
SNA,5,15,9,3,WN,SJC,0,9,30,0
PDX,5,17,6,5,AS,SAN,0,0,30,0
ABQ,5,1,9,3,F9,DEN,1,0,29,0
MSP,5,17,21,5,DL,SAN,1,15,29,0
STL,5,31,14,5,F9,DEN,1,16,29,0
EWR,5,16,17,4,EV,CVG,1,11,29,0
MSP,5,6,11,1,EV,CLE,0,3,30,0
LAX,5,5,12,7,WN,ABQ,0,15,29,0
MIA,5,10,11,5,AA,IAD,0,5,30,0
BWI,5,11,6,6,UA,ORD,0,0,29,0
LGA,5,27,11,1,DL,FLL,0,9,30,0
MCO,5,12,8,7,B6,BOS,0,8,30,0
LAS,5,28,16,2,VX,SFO,0,17,29,0
ABQ,5,15,9,3,F9,DEN,0,0,29,0
ORD,5,24,7,5,UA,IAH,1,11,30,0
SAN,5,15,6,3,OO,LAX,0,9,30,0
OAK,5,18,6,6,OO,LAX,0,10,30,0
PHX,5,28,9,2,WN,ONT,0,6,29,0
TUS,5,15,15,3,WN,DEN,1,15,29,0
JFK,5,16,17,4,B6,SEA,0,17,29,0
CLE,5,3,16,5,OO,ORD,1,16,30,0
SEA,5,5,12,7,UA,ANC,0,16,29,0
JFK,5,16,16,4,9E,MKE,0,17,29,0
MCO,5,20,8,1,WN,STL,0,6,30,0
IAH,5,10,19,5,OO,DFW,1,8,29,0
SEA,5,25,11,6,DL,DTW,0,9,30,0
SMF,5,24,11,5,WN,ONT,0,8,29,0
SEA,5,14,9,2,AA,DFW,1,7,30,0
HOU,5,27,9,1,WN,LAS,0,14,30,0
BOS,5,2,8,4,B6,RDU,0,3,30,0
MDW,5,9,21,4,WN,TPA,0,11,29,0
ATL,5,12,7,7,DL,MIA,1,10,30,0
HOU,5,10,12,5,WN,DEN,1,16,29,0
OKC,5,14,6,2,AA,DFW,0,11,30,0
SEA,5,20,18,1,UA,SFO,0,7,30,0
MSP,5,3,17,5,DL,LAX,1,18,29,0
JFK,5,29,18,3,AA,SEA,0,5,30,0
SAN,5,1,7,3,UA,IAH,0,8,29,0
MCO,5,1,15,3,DL,LGA,0,10,29,0
ORD,5,22,16,3,US,CLT,1,13,29,0
MEM,5,29,8,3,DL,ATL,0,11,30,0
CMH,5,16,14,4,DL,ATL,0,8,29,0
ORD,5,3,20,5,MQ,ATL,1,14,29,0
SEA,5,7,19,2,AS,LAS,0,6,29,0
SEA,5,1,15,3,AA,ORD,0,10,30,0
BUR,5,29,20,3,WN,SJC,0,11,29,0
SAN,5,5,6,7,US,PHX,0,11,29,0
ATL,5,28,19,2,DL,LGA,0,8,30,0
ORD,5,13,20,1,9E,CVG,0,8,30,0
PIT,5,8,14,3,MQ,ORD,0,3,29,0
ATL,5,28,15,2,DL,BUF,0,13,30,0
ATL,5,14,17,2,FL,FLL,0,11,30,0
BWI,5,5,13,7,B6,BOS,0,8,30,0
MIA,5,11,15,6,DL,LGA,0,13,30,0
JFK,5,24,8,5,9E,DCA,1,6,29,0
LAX,5,8,11,3,WN,MSY,0,13,30,0
LAS,5,1,7,3,UA,EWR,0,13,29,0
JFK,5,12,19,7,AA,BOS,0,26,29,0
EWR,5,11,8,6,UA,LAX,0,10,29,0
SAT,5,17,10,5,DL,ATL,0,9,29,0
TPA,5,26,6,7,DL,ATL,0,3,30,0
JFK,5,27,21,1,DL,BOS,0,7,30,0
BOS,5,6,10,1,B6,MCO,0,5,29,0
LAS,5,23,13,4,WN,OMA,0,17,29,0
SLC,5,2,15,4,OO,SMF,0,5,30,0
SLC,5,28,13,2,OO,SAT,0,0,29,0
CMH,5,28,13,2,MQ,LGA,0,18,29,0
DCA,5,7,16,2,UA,ORD,1,14,29,0
JFK,5,12,13,7,B6,BOS,0,22,29,0
BOS,5,26,19,7,B6,FLL,0,13,30,0
LGA,5,22,6,3,DL,ATL,0,13,29,0
MCO,5,16,8,4,UA,ORD,0,6,30,0
MSP,5,12,13,7,DL,LGA,0,8,30,0
MKE,5,23,14,4,DL,DTW,1,18,29,0
PHL,5,24,14,5,YV,ORD,1,14,29,0
JFK,5,8,18,3,AA,SFO,0,8,29,0
MSY,5,31,13,5,9E,MSP,0,14,29,0
OGG,5,14,21,2,HA,HNL,0,20,30,0
PHL,5,20,7,1,US,SAN,1,0,29,0
RSW,5,30,16,4,FL,MKE,0,22,29,0
LGA,5,1,11,3,DL,FLL,0,15,30,0
BOS,5,9,20,4,US,DCA,1,5,29,0
SFO,5,10,19,5,UA,HNL,0,15,30,0
ORD,5,25,15,6,UA,DEN,0,9,30,0
PHX,5,29,10,3,OO,LAX,0,3,29,0
PBI,5,7,18,2,FL,ATL,0,11,29,0
FLL,5,12,17,7,WN,DEN,1,10,29,0
PHL,5,23,16,4,US,LAX,0,14,29,0
MSP,5,12,11,7,9E,OMA,0,15,30,0
SEA,5,17,7,5,DL,ATL,0,10,30,0
PVD,5,30,16,4,WN,MDW,0,9,30,0
ATL,5,29,12,3,FL,JAX,0,9,29,0
LAS,5,30,7,4,WN,SAN,0,3,29,0
LAX,5,24,8,5,OO,LAS,0,5,29,0
OAK,5,17,20,5,WN,SNA,1,14,30,0
BNA,5,11,6,6,MQ,LGA,0,6,29,0
TUS,5,10,7,5,OO,IAH,1,5,29,0
ATL,5,7,19,2,DL,CVG,0,8,29,0
CLT,5,2,17,4,US,DCA,0,10,29,0
BOS,5,7,14,2,US,LGA,0,14,30,0
PIT,5,27,11,1,9E,CVG,0,3,30,0
PHX,5,1,7,3,WN,ONT,0,8,29,0
LAX,5,4,18,6,OO,SMF,0,6,29,0
OAK,5,5,8,7,B6,LGB,0,8,29,0
HNL,5,26,17,7,HA,OGG,0,15,30,0
SAT,5,3,19,5,EV,DEN,0,3,30,0
SNA,5,15,7,3,UA,SFO,0,7,30,0
LAS,5,29,8,3,AA,JFK,0,5,29,0
RDU,5,6,16,1,EV,EWR,1,6,29,0
HOU,5,15,6,3,WN,MSY,0,3,30,0
SLC,5,14,11,2,DL,HNL,0,8,29,0
RDU,5,19,7,7,EV,CVG,0,3,29,0
SAT,5,25,6,6,OO,SFO,1,23,29,0
DTW,5,6,15,1,DL,BWI,0,8,30,0
ATL,5,1,14,3,FL,BUF,0,15,30,0
SMF,5,7,16,2,WN,SAN,0,8,29,0
BWI,5,19,13,7,US,CLT,0,0,30,0
BOS,5,22,19,3,AA,ORD,1,9,29,0
LAX,5,17,14,5,AA,AUS,0,16,29,0
LAX,5,4,11,6,UA,IAH,0,8,29,0
MIA,5,13,16,1,MQ,ATL,0,7,30,0
CLT,5,5,16,7,US,PIT,0,10,29,0
